,Unnamed: 0,n,composition,MagpieData minimum Number,MagpieData mode Number,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData minimum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData maximum Row,MagpieData range Row,MagpieData avg_dev Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData maximum Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData maximum NfValence,MagpieData mean NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData range NsUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData mean NdUnfilled,MagpieData minimum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData maximum GSbandgap,MagpieData mean GSbandgap,MagpieData mode GSbandgap,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,3-norm,frac s valence electrons,frac p valence electrons,density,vpa,packing fraction,label,distance
4159,4159,3.139232868074619,B1 As1,5.0,5.0,84.0,12.0,78.0,6.0,72.0,64.1106,42.8663,32.0553,1090.0,1258.0,1719.0,629.0,1090.0,15.0,2.0,14.0,1.0,13.0,4.0,2.0,1.0,84.0,119.0,35.0,101.5,17.5,84.0,2.18,2.1100000000000003,0.07,2.04,2.0,0.0,3.0,2.0,2.0,1.0,10.0,10.0,5.0,5.0,0.0,0.0,3.0,15.0,12.0,9.0,6.0,3.0,0.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,3.0,2.0,4.0,1.0,3.0,7.1725,14.67375,7.501250000000001,7.1725,1.524,0.762,0.0,166.0,166.0,0.0,166.0,0.0,166.0,2,0.6299605249474366,0.2222222222222222,0.2222222222222222,5.0876337752149725,13.991016047059691,0.319600344147214,431,4.21542184872537
4160,4160,2.345719221617688,O4 In2 Cu2,8.0,8.0,87.0,23.0,78.25,8.75,87.0,98.8186,52.5907,36.5913,54.8,1302.97,474.28,441.745,54.8,16.0,5.0,14.0,2.0,16.0,5.0,3.0,1.25,66.0,142.0,76.0,101.5,35.5,66.0,3.44,2.64,0.8,3.44,1.75,0.375,4.0,4.0,2.25,1.75,10.0,10.0,5.0,5.0,0.0,0.0,6.0,13.0,7.0,9.0,3.0,6.0,1.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,1.0,4.0,2.5,1.25,2.0,9.105,13.385,5.4375,9.105,0.0,0.0,0.0,12.0,225.0,213.0,97.0,85.0,12.0,3,0.538608672507971,0.1944444444444444,0.25,6.137718729610424,14.228236212346536,0.4869557051697156,167,3.4720887641264233
4161,4161,1.4252485163413922,B2 Cl6,5.0,17.0,94.0,22.0,88.5,8.25,94.0,24.642000000000003,29.292500000000004,9.24075,171.6,2176.4,715.7,816.1500000000001,171.6,17.0,4.0,16.0,1.5,17.0,3.0,1.0,0.375,84.0,102.0,18.0,97.5,6.75,102.0,3.16,2.88,0.4200000000000001,3.16,2.0,0.0,5.0,4.0,4.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,6.0,1.5,7.0,0.0,5.0,4.0,2.0,1.5,1.0,0.0,0.0,1.0,4.0,2.0,1.5,1.0,7.1725,20.16625,6.496875,24.4975,2.493,2.25075,2.493,64.0,166.0,102.0,89.5,38.25,64.0,2,0.7591472429689157,0.3333333333333333,0.6666666666666666,1.398671993845164,34.77680315501134,0.1088283713959782,445,4.092613200126064
4162,4162,1.910297795283936,H1 Li2 N1,1.0,3.0,92.0,91.0,44.0,43.0,1.0,12.99876,7.224159999999999,3.39127,14.01,439.68,246.11,207.58,453.69,15.0,14.0,4.5,5.25,1.0,2.0,1.0,0.375,31.0,128.0,97.0,89.5,38.5,128.0,3.04,1.8,0.8200000000000001,0.98,1.25,0.375,3.0,3.0,0.75,1.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,1.5,1.0,1.0,3.0,3.0,0.75,1.125,0.0,0.0,0.0,1.0,2.0,1.5,0.75,1.0,6.615,13.64260416665,3.513802083325,16.5933333333,7.853,3.5725,0.0,194.0,229.0,35.0,211.5,17.5,229.0,3,0.538608672507971,0.625,0.375,1.407456279698094,8.52317764779326,0.7847981861553848,43,4.99454461888946
4163,4163,2.7555262050408205,Zn1 Cd1 Se2,30.0,34.0,89.0,20.0,79.25,9.75,89.0,47.031000000000006,83.92775,14.241625000000006,494.0,198.67999999999995,568.725,74.725,494.0,16.0,4.0,14.0,2.0,16.0,5.0,1.0,0.375,120.0,144.0,24.0,126.5,8.75,120.0,2.55,2.11,0.4399999999999999,2.55,2.0,0.0,4.0,4.0,2.0,2.0,10.0,0.0,10.0,0.0,0.0,0.0,12.0,16.0,4.0,14.0,2.0,16.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,13.96,21.32375,4.59625,25.92,0.799,0.3995,0.799,14.0,194.0,180.0,104.0,90.0,14.0,3,0.538608672507971,0.1428571428571428,0.1428571428571428,5.227356274145314,26.663066231861063,0.3623530963514937,305,4.270961073079278
4164,4164,5.920239944461704,Na2 Tl1 Sb1,11.0,11.0,85.0,83.0,41.25,39.25,2.0,181.39353072,93.03070964,70.04094036,370.87,532.91,555.63,184.76,370.87,15.0,14.0,7.5,6.5,1.0,6.0,3.0,1.25,139.0,166.0,27.0,154.0,12.0,166.0,2.05,1.3825,0.4524999999999999,0.93,1.5,0.5,3.0,3.0,1.0,1.0,10.0,10.0,5.0,5.0,14.0,3.5,1.0,27.0,26.0,11.0,10.0,1.0,1.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,2.5,1.5,1.0,26.91,29.23916666665,1.164583333325,29.2433333333,0.0,0.0,0.0,166.0,229.0,63.0,204.5,24.5,229.0,3,0.538608672507971,0.1363636363636363,0.0909090909090909,5.587380323692082,27.64822131325074,0.8170418132650328,87,5.003533712127955
4165,4165,2.6309612311852857,Li2 Mn3 Co1 O8,3.0,8.0,87.0,86.0,65.14285714285714,24.97959183673469,87.0,51.992195,26.11603785714286,17.040454081632653,54.8,1713.2,547.9128571428571,590.4783673469389,54.8,16.0,15.0,11.428571428571429,5.224489795918367,16.0,4.0,2.0,0.8163265306122449,66.0,139.0,73.0,94.78571428571428,32.89795918367347,66.0,3.44,2.572142857142857,0.9918367346938776,3.44,1.8571428571428568,0.2448979591836734,4.0,4.0,2.2857142857142856,1.959183673469388,7.0,7.0,1.5714285714285714,2.2448979591836737,0.0,0.0,1.0,9.0,8.0,5.714285714285714,1.3469387755102038,6.0,1.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,5.0,1.2857142857142858,1.0,4.0,2.571428571428572,1.1020408163265307,2.0,9.105,10.552458949092856,1.7259641097734693,9.105,0.0,0.0,0.0,12.0,229.0,217.0,99.92857142857144,100.48979591836736,12.0,4,0.5845192483524393,0.325,0.3999999999999999,4.245572205938457,10.214571563741506,0.5424075213942678,312,2.1899919861584785
4166,4166,4.4643775228654965,S4 Sn4,16.0,16.0,88.0,8.0,84.0,4.0,80.0,86.645,75.38749999999999,43.3225,388.36,116.71999999999996,446.72,58.35999999999999,388.36,16.0,2.0,15.0,1.0,14.0,5.0,2.0,1.0,105.0,139.0,34.0,122.0,17.0,105.0,2.58,2.27,0.31,1.96,2.0,0.0,4.0,2.0,3.0,1.0,10.0,10.0,5.0,5.0,0.0,0.0,6.0,14.0,8.0,10.0,4.0,6.0,0.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,25.786875,29.5359375,3.749062499999999,25.786875,2.202,1.101,0.0,70.0,141.0,71.0,105.5,35.5,70.0,2,0.6299605249474366,0.2,0.3,4.900134352254121,25.54703195550574,0.3319141098736997,221,3.129123475642402
4167,4167,2.6598898473433072,O6 Na2 Nb2,8.0,8.0,87.0,85.0,62.0,30.0,87.0,76.90698,32.778869856,24.0510040576,54.8,2695.2,657.054,837.1784,54.8,16.0,15.0,10.8,6.24,16.0,5.0,3.0,0.96,66.0,166.0,100.0,105.6,47.52,66.0,3.44,2.57,1.044,3.44,1.6,0.48,4.0,4.0,2.4,1.9200000000000004,4.0,4.0,0.8,1.28,0.0,0.0,1.0,6.0,5.0,4.8,1.52,6.0,1.0,2.0,2.0,1.2,0.9600000000000002,2.0,6.0,1.2,1.0,6.0,2.8,1.6799999999999995,2.0,9.105,14.947666666660002,7.011199999992,9.105,0.0,0.0,0.0,12.0,229.0,217.0,98.8,104.16,12.0,3,0.6144633651371695,0.3333333333333333,0.5,4.360939626312045,12.481391309908116,0.6395666969178063,312,2.4509140826498252
4168,4168,3.1305475027008707,B2 As2,5.0,5.0,84.0,12.0,78.0,6.0,72.0,64.1106,42.8663,32.0553,1090.0,1258.0,1719.0,629.0,1090.0,15.0,2.0,14.0,1.0,13.0,4.0,2.0,1.0,84.0,119.0,35.0,101.5,17.5,84.0,2.18,2.1100000000000003,0.07,2.04,2.0,0.0,3.0,2.0,2.0,1.0,10.0,10.0,5.0,5.0,0.0,0.0,3.0,15.0,12.0,9.0,6.0,3.0,0.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,3.0,2.0,4.0,1.0,3.0,7.1725,14.67375,7.501250000000001,7.1725,1.524,0.762,0.0,166.0,166.0,0.0,166.0,0.0,166.0,2,0.6299605249474366,0.2222222222222222,0.2222222222222222,5.0971602775148455,13.964867085815952,0.3201987900157808,431,4.216763179561587
4169,4169,4.059720844261982,Cu2 Se4 In2,29.0,34.0,89.0,25.0,79.25,9.75,89.0,51.272,84.071,15.373500000000002,429.75,928.02,693.88,331.94500000000005,494.0,16.0,5.0,14.0,2.0,16.0,5.0,1.0,0.375,120.0,142.0,22.0,128.5,8.5,120.0,2.55,2.195,0.3549999999999999,2.55,1.75,0.375,4.0,4.0,2.25,1.75,10.0,0.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,16.0,1.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,1.0,4.0,2.5,1.25,2.0,11.07,21.7925,5.361250000000001,25.92,0.799,0.3995,0.799,14.0,225.0,211.0,98.0,84.0,14.0,3,0.538608672507971,0.125,0.1607142857142857,5.476085342949333,25.49324401013453,0.378980588092242,305,2.535046770928358
4170,4170,2.343714999738737,O6 Te2,8.0,8.0,90.0,3.0,87.75,1.125,87.0,111.6006,43.89955,41.850225,54.8,667.86,221.765,250.4475,54.8,16.0,0.0,16.0,0.0,16.0,5.0,3.0,1.125,66.0,138.0,72.0,84.0,27.0,66.0,3.44,3.105,0.5025,3.44,2.0,0.0,4.0,0.0,4.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,6.0,16.0,10.0,8.5,3.75,6.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,9.105,15.519583333325,9.621874999987496,9.105,0.464,0.116,0.0,12.0,152.0,140.0,47.0,52.5,12.0,2,0.7591472429689157,0.2352941176470588,0.4705882352941176,5.995793856081545,12.158009353043472,0.2921608291714034,55,1.8595673699528052
4171,4171,3.0899838187278585,Se6 Hf2,34.0,34.0,89.0,44.0,78.0,16.5,89.0,99.53000000000002,103.8425,37.32375,494.0,2012.0,997.0,754.5,494.0,16.0,12.0,13.0,4.5,16.0,6.0,2.0,0.75,120.0,175.0,55.0,133.75,20.625,120.0,2.55,2.2375,0.4687499999999999,2.55,2.0,0.0,4.0,4.0,3.0,1.5,10.0,8.0,8.0,3.0,14.0,3.5,16.0,18.0,2.0,16.5,0.75,16.0,0.0,2.0,2.0,1.5,0.75,2.0,8.0,2.0,2.0,6.0,3.5,2.25,2.0,22.2,24.99,1.3950000000000005,25.92,0.799,0.5992500000000001,0.799,14.0,194.0,180.0,59.0,67.5,14.0,2,0.7591472429689157,0.1212121212121212,0.1818181818181818,6.6603205014038025,25.88982436912252,0.3351742516391863,420,4.143742485561534
4172,4172,1.917949165124041,F1 Nd1 O1,8.0,8.0,93.0,74.0,66.33333333333333,31.55555555555556,19.0,128.24259999999998,59.74660106666667,56.330265955555554,53.5,1240.5,467.4333333333333,551.0444444444444,53.5,17.0,14.0,12.0,6.0,3.0,6.0,4.0,1.777777777777778,57.0,201.0,144.0,108.0,62.0,57.0,3.98,2.853333333333333,1.142222222222222,1.14,2.0,0.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,1.3333333333333333,6.0,7.0,1.0,6.333333333333333,0.4444444444444443,6.0,0.0,2.0,2.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,9.0,4.333333333333333,3.777777777777777,1.0,9.105,17.874166666666667,11.290555555555557,9.105,1.97,0.6566666666666666,0.0,12.0,194.0,182.0,73.66666666666667,80.22222222222223,12.0,3,0.4807498567691361,0.3157894736842105,0.4736842105263158,6.585387955766383,15.065409332625924,0.618419445125492,210,2.62272087605773
4173,4173,1.7767138205124653,Mg9 As6 O24,8.0,8.0,87.0,19.0,82.15384615384616,6.532544378698221,87.0,58.9222,26.981030769230767,14.750944378698222,54.8,1035.2,414.4153846153847,442.603550295858,54.8,16.0,14.0,12.615384615384617,4.899408284023669,16.0,4.0,2.0,0.6627218934911243,66.0,141.0,75.0,91.46153846153848,31.33727810650888,66.0,3.44,2.7546153846153847,0.843550295857988,3.44,2.0,0.0,4.0,4.0,2.923076923076923,1.3491124260355032,10.0,10.0,1.5384615384615383,2.6035502958579886,0.0,0.0,2.0,15.0,13.0,6.461538461538462,2.6272189349112427,6.0,0.0,3.0,3.0,1.6923076923076923,0.7810650887573964,2.0,0.0,0.0,0.0,3.0,1.6923076923076923,0.7810650887573964,2.0,9.105,14.296923076923076,6.390059171597633,9.105,0.0,0.0,0.0,12.0,194.0,182.0,77.6923076923077,80.85207100591717,12.0,3,0.6290991375581388,0.3095238095238095,0.4523809523809523,3.8520996905822256,11.630814165838109,0.412637181602512,71,3.3362884203237573
4174,4174,4.456156789581504,P4 Ru2,15.0,15.0,83.0,27.0,74.0,12.0,83.0,70.096238,54.33917466666666,31.153883555555552,317.3,2289.7,1080.5333333333333,1017.6444444444444,317.3,15.0,7.0,12.666666666666666,3.111111111111111,15.0,5.0,2.0,0.8888888888888888,107.0,146.0,39.0,120.0,17.333333333333332,107.0,2.2,2.1933333333333334,0.0044444444444445,2.19,1.6666666666666667,0.4444444444444444,3.0,3.0,2.0,1.3333333333333333,7.0,7.0,2.333333333333333,3.1111111111111107,0.0,0.0,5.0,8.0,3.0,6.0,1.3333333333333333,5.0,1.0,3.0,3.0,2.0,1.3333333333333333,3.0,3.0,1.0,3.0,1.0,3.333333333333333,0.4444444444444445,3.0,13.51,19.550158730133333,4.026772486755556,22.5702380952,1.625,1.0833333333333333,1.625,2.0,194.0,192.0,66.0,85.33333333333333,2.0,2,0.6933612743506347,0.2777777777777778,0.3333333333333333,6.117526854180157,14.74980405180314,0.3973013794566152,370,4.090088041545357
4175,4175,2.107210039002479,O4 Sn2,8.0,8.0,87.0,7.0,84.66666666666667,3.1111111111111094,87.0,102.7106,50.236266666666666,45.64915555555555,54.8,450.28,204.8933333333333,200.1244444444444,54.8,16.0,2.0,15.333333333333334,0.8888888888888887,16.0,5.0,3.0,1.3333333333333333,66.0,139.0,73.0,90.33333333333331,32.44444444444444,66.0,3.44,2.9466666666666668,0.6577777777777777,3.44,2.0,0.0,4.0,2.0,3.333333333333333,0.8888888888888888,10.0,10.0,3.333333333333333,4.444444444444444,0.0,0.0,6.0,14.0,8.0,8.666666666666666,3.555555555555556,6.0,0.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,0.0,0.0,2.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,17.165,10.746666666666664,9.105,0.0,0.0,0.0,12.0,141.0,129.0,55.0,57.333333333333336,12.0,2,0.6933612743506347,0.2307692307692307,0.3846153846153846,6.608867539500564,12.622326421515687,0.385021678245795,194,3.0968855116234746
4176,4176,3.042038790024324,W2 S4,16.0,16.0,88.0,37.0,75.66666666666667,16.444444444444443,88.0,151.775,82.65666666666667,67.45555555555556,388.36,3306.64,1490.5733333333335,1469.6177777777775,388.36,16.0,10.0,12.666666666666666,4.444444444444445,16.0,6.0,3.0,1.3333333333333333,105.0,162.0,57.0,124.0,25.33333333333333,105.0,2.58,2.5066666666666664,0.0977777777777779,2.58,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,4.0,1.3333333333333333,1.777777777777778,14.0,4.666666666666667,6.0,20.0,14.0,10.666666666666666,6.222222222222221,6.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,6.0,2.0,2.0,4.0,3.333333333333333,1.777777777777778,2.0,16.05,22.54125,4.327499999999998,25.786875,2.202,1.468,2.202,70.0,229.0,159.0,123.0,70.66666666666667,70.0,2,0.6933612743506347,0.1875,0.25,6.576662493198049,20.869951021036943,0.2984126969734464,250,2.0420537327331663
4177,4177,1.733348768432326,Ca1 Sn1 F4,9.0,9.0,93.0,86.0,76.5,23.166666666666668,93.0,99.7115968,39.1302688,26.842487466666668,53.5,1061.5,305.68,336.24,53.5,17.0,15.0,14.0,4.0,17.0,5.0,3.0,1.1111111111111112,57.0,176.0,119.0,90.5,44.66666666666666,57.0,3.98,3.1466666666666665,1.1111111111111112,3.98,2.0,0.0,5.0,5.0,3.6666666666666665,1.777777777777778,10.0,10.0,1.6666666666666667,2.777777777777778,0.0,0.0,2.0,14.0,12.0,7.333333333333333,2.222222222222222,7.0,0.0,4.0,4.0,1.3333333333333333,0.8888888888888888,1.0,0.0,0.0,0.0,4.0,1.3333333333333333,0.8888888888888888,1.0,9.7075,18.31416666666667,11.475555555555555,9.7075,1.97,1.3133333333333332,1.97,15.0,225.0,210.0,71.0,74.66666666666667,15.0,3,0.6735400034370317,0.2727272727272727,0.5,4.205754161301309,15.449628660381414,0.4238879671321527,51,3.2689361164651487
4178,4178,1.913786909071468,C2 O6 Co2,6.0,8.0,87.0,29.0,79.2,9.36,87.0,46.922495,23.788419,14.057910399999995,54.8,3768.2,1151.08,1315.536,54.8,16.0,7.0,14.2,2.16,16.0,4.0,2.0,0.6399999999999999,66.0,126.0,60.0,80.0,18.4,66.0,3.44,2.95,0.588,3.44,2.0,0.0,4.0,4.0,2.8,1.44,7.0,7.0,1.4,2.24,0.0,0.0,4.0,9.0,5.0,6.2,1.12,6.0,0.0,4.0,4.0,2.0,0.8,2.0,3.0,0.6,2.0,2.0,2.6,0.72,2.0,5.64,8.639999999999999,1.2000000000000008,9.105,4.496,0.8992000000000001,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,3,0.6144633651371695,0.3225806451612903,0.4516129032258064,4.075423843578948,9.69263580876051,0.2983107191539759,329,3.4452305226217086
4179,4179,3.165069772796126,P6 Ba2,15.0,15.0,83.0,74.0,64.5,27.75,83.0,106.353238,57.5620715,39.88246425,317.3,682.7,487.975,256.01250000000005,317.3,15.0,13.0,11.75,4.875,15.0,6.0,3.0,1.125,107.0,215.0,108.0,134.0,40.5,107.0,2.19,1.865,0.4874999999999999,2.19,2.0,0.0,3.0,3.0,2.25,1.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.25,1.125,5.0,0.0,3.0,3.0,2.25,1.125,3.0,0.0,0.0,0.0,3.0,2.25,1.125,3.0,22.5702380952,32.8251785714,15.3824107143,22.5702380952,1.625,1.21875,1.625,2.0,229.0,227.0,58.75,85.125,2.0,2,0.7591472429689157,0.4705882352941176,0.5294117647058824,3.767180667839943,25.37283897641661,0.533997580209954,358,3.217122176022243
4180,4180,2.3700210969525224,Ca1 Se1,20.0,20.0,89.0,82.0,48.0,41.0,7.0,38.88199999999999,59.519,19.440999999999995,494.0,621.0,804.5,310.5,494.0,16.0,14.0,9.0,7.0,2.0,4.0,0.0,0.0,120.0,176.0,56.0,148.0,28.0,120.0,2.55,1.775,0.7749999999999999,1.0,2.0,0.0,4.0,4.0,2.0,2.0,10.0,10.0,5.0,5.0,0.0,0.0,2.0,16.0,14.0,9.0,7.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,25.92,31.845,5.925000000000001,25.92,0.799,0.3995,0.0,14.0,225.0,211.0,119.5,105.5,14.0,2,0.6299605249474366,0.2222222222222222,0.2222222222222222,3.725958903667296,26.52568835573786,0.5805627051777595,414,3.3486827764077565
4181,4181,1.7858001941240085,Mn2 C2 O6,6.0,8.0,87.0,35.0,78.0,10.8,87.0,42.927345,22.989389,12.7794624,54.8,3768.2,1101.28,1255.7760000000003,54.8,16.0,9.0,13.8,2.72,16.0,4.0,2.0,0.6399999999999999,66.0,139.0,73.0,82.6,22.559999999999995,66.0,3.44,2.884,0.6672,3.44,2.0,0.0,4.0,4.0,2.8,1.44,5.0,5.0,1.0,1.6,0.0,0.0,4.0,7.0,3.0,5.8,0.7200000000000001,6.0,0.0,4.0,4.0,2.0,0.8,2.0,5.0,1.0,2.0,3.0,3.0,1.2,2.0,5.64,8.688517241380001,1.2194068965519995,9.105,4.496,0.8992000000000001,0.0,12.0,217.0,205.0,89.4,92.88,12.0,3,0.6144633651371695,0.3448275862068966,0.4827586206896551,3.5388366345592024,10.787380852498538,0.2900635775968454,329,2.4857978591056766
4182,4182,2.0969688441494228,H1 O2 Cr1,1.0,8.0,92.0,43.0,78.75,14.875,87.0,50.98816,21.25071,15.372694999999998,14.01,2165.99,575.9025,802.04875,54.8,16.0,15.0,9.75,6.25,16.0,4.0,3.0,0.875,31.0,139.0,108.0,75.5,31.75,66.0,3.44,2.685,0.7549999999999999,3.44,1.5,0.5,4.0,4.0,2.0,2.0,5.0,5.0,1.25,1.875,0.0,0.0,1.0,6.0,5.0,4.75,1.875,6.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,1.25,1.0,5.0,2.75,1.625,2.0,6.615,9.00375,1.194375,9.105,7.853,1.96325,0.0,12.0,229.0,217.0,111.75,99.75,12.0,3,0.538608672507971,0.3157894736842105,0.4210526315789473,3.8782730197307713,9.09880092723254,0.3673299274341209,223,1.789350664575223
4183,4183,2.252404155375784,Ni2 O2,8.0,8.0,87.0,26.0,74.0,13.0,61.0,42.694,37.3464,21.347,54.8,1673.2,891.4,836.6,54.8,16.0,6.0,13.0,3.0,10.0,4.0,2.0,1.0,66.0,124.0,58.0,95.0,29.0,66.0,3.44,2.675,0.765,1.91,2.0,0.0,4.0,4.0,2.0,2.0,8.0,8.0,4.0,4.0,0.0,0.0,6.0,10.0,4.0,8.0,2.0,6.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,9.105,9.7125,0.6074999999999999,9.105,0.0,0.0,0.0,12.0,225.0,213.0,118.5,106.5,12.0,2,0.6299605249474366,0.25,0.25,6.676075068819043,9.289164000943495,0.603432848381001,240,4.345909142886054
4184,4184,1.7659567756129635,O3 Cl1 Tl1,8.0,8.0,94.0,18.0,86.2,4.079999999999998,87.0,188.3839,57.5669,58.72655999999999,54.8,522.2,182.6,157.76,54.8,17.0,4.0,15.6,1.0400000000000005,16.0,6.0,4.0,1.2,66.0,145.0,79.0,89.0,27.6,66.0,3.44,3.0200000000000005,0.5599999999999997,3.44,2.0,0.0,5.0,4.0,3.6,1.0399999999999998,10.0,10.0,2.0,3.2,14.0,2.8,6.0,27.0,21.0,10.4,6.640000000000001,6.0,0.0,5.0,4.0,2.4,1.0399999999999998,2.0,0.0,0.0,1.0,4.0,2.4,1.0399999999999998,2.0,9.105,15.7445,7.9674,9.105,2.493,0.4986,0.0,12.0,194.0,182.0,58.8,56.15999999999999,12.0,3,0.6144633651371695,0.1923076923076923,0.3461538461538461,5.072115601402276,18.84659063500592,0.3781483766717007,123,3.220072692209276
4185,4185,1.0000000000000024,Al3 Pd3 Gd3,13.0,13.0,73.0,46.0,54.0,18.0,27.0,130.2684614,96.8838462,46.6015384,933.47,894.5799999999999,1449.1733333333332,343.80222222222227,933.47,13.0,10.0,8.666666666666666,3.7777777777777777,3.0,6.0,3.0,1.1111111111111112,121.0,196.0,75.0,152.0,29.33333333333333,121.0,2.2,1.67,0.3533333333333333,1.2,1.3333333333333333,0.8888888888888888,1.0,1.0,0.3333333333333333,0.4444444444444444,10.0,10.0,3.6666666666666665,4.222222222222222,7.0,2.333333333333333,3.0,10.0,7.0,7.666666666666667,3.111111111111111,3.0,0.0,5.0,5.0,1.6666666666666667,2.2222222222222223,0.0,9.0,3.0,0.0,16.0,7.0,6.0,0.0,14.41,20.98,7.379999999999999,14.41,0.0,0.0,0.0,194.0,225.0,31.0,214.66666666666663,13.77777777777778,194.0,3,0.4807498567691361,0.1739130434782608,0.0434782608695652,7.839915936851751,20.520553132635985,0.7164247373499213,103,4.593598067587387
4186,4186,2.8360501876142226,Cs2 Sn2 I6,50.0,53.0,96.0,91.0,74.6,27.840000000000003,96.0,14.195451900000007,126.46577238,3.1023089520000013,301.59,203.49,393.4440000000001,44.65440000000003,386.85,17.0,16.0,13.2,4.880000000000001,17.0,6.0,1.0,0.3200000000000001,139.0,244.0,105.0,160.0,33.6,139.0,2.66,2.146,0.6168000000000001,2.66,1.8,0.3199999999999999,5.0,5.0,3.4,1.9200000000000004,10.0,10.0,8.0,3.2,0.0,0.0,1.0,17.0,16.0,13.2,4.880000000000001,17.0,1.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,1.0,3.0,1.6,0.9600000000000002,1.0,33.285,55.61900000000001,24.05840000000001,43.015,1.062,0.6372,1.062,64.0,229.0,165.0,112.4,58.08,64.0,3,0.6144633651371695,0.1363636363636363,0.2575757575757575,4.281712192103298,49.04611664745608,0.4929007897283284,423,3.197333838828613
